phate1,phate2,CCAT,velocity_length,A,K,P,WENR,mac,fib,curatedCLUST,OWNsig_stemO_UCell,OWNsig_stemS_UCell,condition
-0.016038416,-0.006849585,0.344424723,136.0924123,1,1,0,0,0,0,proCSC,0.475407407,0.0,CRC
-0.023248253,-0.000418,0.398619221,75.47913512,1,1,0,0,0,0,proCSC,0.432777778,0.099796296,CRC
-0.02026529,-0.005668482,0.379068487,61.21283939,1,1,0,0,0,0,proCSC,0.284925926,0.049981481,CRC
0.003596652,0.014974867,0.341639056,147.5662264,1,1,0,0,0,0,ER Stress,0.575851852,0.291277778,CRC
-0.024962778,0.006432226,0.404758401,79.54465981,1,1,0,0,0,0,proCSC,0.57262963,0.105407407,CRC
-0.017207259,-0.002112972,0.393065069,92.05333476,1,1,0,0,0,0,proCSC,0.319481481,0.110888889,CRC
-0.028569492,0.013294345,0.430131395,62.61729338,1,1,0,0,0,0,proCSC,0.518666667,0.114611111,CRC
-0.02808918,0.012028459,0.428180216,131.8954767,1,1,0,0,0,0,proCSC,0.392037037,0.116166667,CRC
-0.007696208,-0.009464094,0.365755322,155.2948299,1,1,0,0,0,0,CSC,0.111074074,0.091444444,CRC
-0.014829002,-0.009554587,0.378794613,118.4751386,1,1,0,0,0,0,proCSC,0.405814815,0.070537037,CRC
-0.028727938,0.012586296,0.418498783,59.14311773,1,1,0,0,0,0,proCSC,0.343518519,0.090962963,CRC
0.009698742,0.006832112,0.29719036,167.7870785,1,1,0,0,0,0,ER Stress,0.0,0.2085,CRC
-0.003537564,-0.007608699,0.376792333,92.381862,1,1,0,0,0,0,TA 1,0.040074074,0.112407407,CRC
-0.028836677,0.008252086,0.405090116,67.28238029,1,1,0,0,0,0,proCSC,0.300518519,0.056851852,CRC
0.018081358,-0.011681929,0.376735421,82.19751733,1,1,0,0,0,0,Early Enterocyte,0.59137037,0.119759259,CRC
0.006699966,0.002294739,0.31105558,142.3590695,1,1,0,0,0,0,ER Stress,0.106851852,0.236685185,CRC
-0.004824363,-0.009446278,0.407372611,95.8313981,1,1,0,0,0,0,CSC,0.11437037,0.116611111,CRC
-0.0009,-0.015346047,0.384760999,65.58225179,1,1,0,0,0,0,CSC,0.452925926,0.044574074,CRC
-0.009043285,-0.006174317,0.417409768,109.2188834,1,1,0,0,0,0,TA 1,0.244962963,0.119333333,CRC
-0.022634323,1.9e-05,0.404472912,61.6892039,1,1,0,0,0,0,proCSC,0.548814815,0.101962963,CRC
-0.01674624,-0.006047671,0.431398128,106.3114173,1,1,0,0,0,0,proCSC,0.538555556,0.121185185,CRC
-0.02368586,0.00415398,0.433743777,148.3793313,1,1,0,0,0,0,proCSC,0.340111111,0.110444444,CRC
-0.025073778,0.007905835,0.431101471,85.22818119,1,1,0,0,0,0,proCSC,0.591481481,0.094388889,CRC
0.011858376,-0.008758661,0.391064745,114.820273,1,1,0,0,0,0,Late Enterocyte,0.383259259,0.14612963,CRC
0.017221586,-0.013069136,0.3716483,82.04146689,1,1,0,0,0,0,Early Enterocyte,0.006296296,0.082351852,CRC
-0.027727754,0.014394401,0.458888976,112.5616482,1,1,0,0,0,0,proCSC,0.44462963,0.102666667,CRC
-0.00109591,-0.009440125,0.366676929,93.83559507,1,1,0,0,0,0,Early Enterocyte,0.218851852,0.055462963,CRC
-0.027936698,0.008047159,0.420089681,58.64211368,1,1,0,0,0,0,proCSC,0.28937037,0.06512963,CRC
0.00178927,-0.011200661,0.362353255,156.2147062,1,1,0,0,0,0,Early Enterocyte,0.365592593,0.0915,CRC
-0.028924026,0.011212669,0.410194168,131.049519,1,1,0,0,0,0,proCSC,0.20137037,0.108611111,CRC
-0.005035292,-0.009998583,0.397470391,85.81131705,1,1,0,0,0,0,CSC,0.090259259,0.093814815,CRC
-0.001205372,0.001806615,0.405711302,79.52823344,1,1,0,0,0,0,ER Stress,0.514148148,0.11762963,CRC
-0.025710886,0.003945592,0.465955683,113.9661022,1,1,0,0,0,0,proCSC,0.545481481,0.107444444,CRC
0.010256149,-0.000698,0.339204944,103.8885288,1,1,0,0,0,0,ER Stress,0.0,0.174481481,CRC
-0.024795175,0.006199214,0.425397413,71.33147862,1,1,0,0,0,0,proCSC,0.56037037,0.112111111,CRC
0.024581803,0.036338532,0.370502986,114.7545676,1,1,0,0,0,0,Goblet / DCS,0.063851852,0.118981481,CRC
-0.028959152,0.012650491,0.456357521,73.03160712,1,1,0,0,0,0,proCSC,0.536259259,0.113296296,CRC
-0.000695,-0.012711763,0.363585507,133.0453221,1,1,0,0,0,0,CSC,0.070185185,0.104740741,CRC
-0.017746479,-0.006944593,0.401757464,70.14878053,1,1,0,0,0,0,proCSC,0.475666667,0.089203704,CRC
0.01742303,0.000927,0.412537356,97.16193345,1,1,0,0,0,0,Goblet / DCS,0.483037037,0.098388889,CRC
-0.02063448,-0.000633,0.428481354,94.27910686,1,1,0,0,0,0,proCSC,0.374,0.111092593,CRC
-0.026364989,0.008263015,0.440077822,133.1110275,1,1,0,0,0,0,proCSC,0.48337037,0.112166667,CRC
-0.017150608,-0.005645578,0.380178798,163.1219916,1,1,0,0,0,0,proCSC,0.298074074,0.120611111,CRC
-0.0063075,-0.006639011,0.392749772,73.47511891,1,1,0,0,0,0,TA 1,0.420037037,0.102722222,CRC
-0.023788385,0.006445662,0.411853667,81.40083875,1,1,0,0,0,0,proCSC,0.570481481,0.098037037,CRC
-0.027515477,0.013198337,0.447743124,90.4599776,1,1,0,0,0,0,proCSC,0.514074074,0.094259259,CRC
-0.028298077,0.008317282,0.424092551,102.4758617,1,1,0,0,0,0,proCSC,0.507666667,0.120648148,CRC
-0.025672235,0.003178832,0.413411562,76.08691053,1,1,0,0,0,0,proCSC,0.375074074,0.093592593,CRC
-0.017710051,-0.000835,0.402742664,96.03672763,1,1,0,0,0,0,proCSC,0.438518519,0.114055556,CRC
-0.025262756,0.010977314,0.420912467,96.56237123,1,1,0,0,0,0,proCSC,0.316555556,0.093148148,CRC
-0.013277732,-0.005496872,0.337652013,115.0502421,1,1,0,0,0,0,TA 1,0.354962963,0.107537037,CRC
-0.001030985,-0.012336719,0.339421952,91.67552842,1,1,0,0,0,0,CSC,0.103481481,0.108148148,CRC
-0.010594012,-0.007146226,0.368904398,143.2707326,1,1,0,0,0,0,CSC,0.025333333,0.100944444,CRC
-0.014496762,-0.008422037,0.388680679,74.79744108,1,1,0,0,0,0,CSC,0.231814815,0.098518519,CRC
-0.016652748,-0.004996132,0.408680403,93.01427695,1,1,0,0,0,0,CSC,0.312740741,0.06662963,CRC
-0.027377422,0.004813019,0.410151765,116.2657929,1,1,0,0,0,0,proCSC,0.569925926,0.074296296,CRC
-0.028840138,0.012264228,0.430308068,148.8885486,1,1,0,0,0,0,proCSC,0.459814815,0.104611111,CRC
-0.028666225,0.012554149,0.414978739,79.46252799,1,1,0,0,0,0,proCSC,0.394259259,0.106851852,CRC
0.004208678,-0.003329884,0.351786039,146.7366951,1,1,0,0,0,0,revCSC,0.079074074,0.191037037,CRC
0.012388823,-0.013454827,0.356150852,104.258122,1,1,0,0,0,0,Early Enterocyte,0.051740741,0.096,CRC
-0.002467814,0.00574969,0.337942261,194.4799174,1,1,0,0,0,0,revCSC,0.097740741,0.309037037,CRC
0.014144531,-0.012397282,0.356768677,111.9785123,1,1,0,0,0,0,Early Enterocyte,0.316703704,0.073407407,CRC
0.011112754,-0.012422154,0.347996859,163.368387,1,1,0,0,0,0,Early Enterocyte,0.028888889,0.158277778,CRC
-0.020539332,0.003470942,0.41672155,89.97539991,1,1,0,0,0,0,proCSC,0.505888889,0.159185185,CRC
-0.003527825,-0.009278915,0.351212299,104.800192,1,1,0,0,0,0,Early Enterocyte,0.255555556,0.092703704,CRC
-0.027687448,0.008595137,0.437136295,98.87027514,1,1,0,0,0,0,proCSC,0.575555556,0.102833333,CRC
-0.028737452,0.011055473,0.444807166,68.0215666,1,1,0,0,0,0,proCSC,0.596925926,0.106092593,CRC
-0.000917,-0.013199286,0.380624416,113.1694236,1,1,0,0,0,0,CSC,0.0,0.095314815,CRC
-0.002213735,-0.001203329,0.34810573,82.17287779,1,1,0,0,0,0,TA 2,0.316185185,0.074777778,CRC
-0.006046788,-0.012367553,0.4221348,80.09494295,1,1,0,0,0,0,CSC,0.152037037,0.102055556,CRC
-0.015326733,-0.005676138,0.421883389,85.03927802,1,1,0,0,0,0,proCSC,0.565962963,0.098425926,CRC
-0.027231679,0.013311407,0.41146565,75.25737923,1,1,0,0,0,0,proCSC,0.363481481,0.102111111,CRC
0.021566761,-0.011598931,0.373054098,145.8660979,1,1,0,0,0,0,Early Enterocyte,0.159407407,0.083537037,CRC
-0.028269212,0.008251063,0.421411443,109.0299803,1,1,0,0,0,0,proCSC,0.547037037,0.085888889,CRC
-0.023878165,0.008516742,0.413687092,138.7616962,1,1,0,0,0,0,proCSC,0.518185185,0.106407407,CRC
-0.000901,-0.008559353,0.333631201,202.9641335,1,1,0,0,0,0,TA 1,0.082814815,0.114388889,CRC
-0.013691008,-0.007201325,0.410608674,122.8938301,1,1,0,0,0,0,proCSC,0.135407407,0.11,CRC
-0.026676213,0.004409697,0.446471697,59.80017223,1,1,0,0,0,0,proCSC,0.397259259,0.095518519,CRC
0.010949642,-0.01307707,0.37933762,160.7648086,1,1,0,0,0,0,Early Enterocyte,0.374962963,0.109962963,CRC
-0.023170655,0.001138502,0.397399653,85.10498347,1,1,0,0,0,0,proCSC,0.541333333,0.129703704,CRC
0.002033521,-0.010257705,0.409390264,161.2740258,1,1,0,0,0,0,Early Enterocyte,0.409296296,0.103444444,CRC
-0.028115098,0.006976726,0.416511886,66.7567367,1,1,0,0,0,0,proCSC,0.533888889,0.075574074,CRC
-0.003347437,-0.012002432,0.392363071,127.2550293,1,1,0,0,0,0,CSC,0.515518519,0.103166667,CRC
-0.022914396,0.000664,0.397109267,64.38312733,1,1,0,0,0,0,proCSC,0.521740741,0.075481481,CRC
-0.002848745,-0.0113411,0.391000083,88.97339181,1,1,0,0,0,0,Early Enterocyte,0.317666667,0.045759259,CRC
-0.019545633,-0.003708785,0.384081967,116.0604634,1,1,0,0,0,0,proCSC,0.293185185,0.09812963,CRC
-0.009597114,-0.008661446,0.377954347,101.2274581,1,1,0,0,0,0,CSC,0.379037037,0.116981481,CRC
0.023962723,-0.008544677,0.34096776,158.3090674,1,1,0,0,0,0,Early Enterocyte,0.0,0.141592593,CRC
0.003078842,0.003107149,0.437808761,83.70874267,1,1,0,0,0,0,ER Stress,0.53137037,0.178296296,CRC
-0.024290685,0.00513947,0.41080622,60.57221126,1,1,0,0,0,0,proCSC,0.268407407,0.10362963,CRC
-0.028434373,0.00934581,0.442329804,67.70125253,1,1,0,0,0,0,proCSC,0.607851852,0.08262963,CRC
-0.011804477,-0.008965281,0.418155486,94.78832409,1,1,0,0,0,0,CSC,0.217703704,0.092574074,CRC
0.015096274,-0.01289643,0.383892471,155.6562099,1,1,0,0,0,0,Early Enterocyte,0.09562963,0.077833333,CRC
-0.015060755,-0.00829067,0.416948392,68.76896609,1,1,0,0,0,0,CSC,0.349296296,0.126333333,CRC
-0.026888999,0.009836554,0.435709242,95.95459582,1,1,0,0,0,0,proCSC,0.581962963,0.10837037,CRC
-0.018140067,-0.00644663,0.414371586,83.70052949,1,1,0,0,0,0,proCSC,0.19737037,0.09587037,CRC
-0.025114006,0.003076308,0.400030063,131.3041277,1,1,0,0,0,0,proCSC,0.45537037,0.095240741,CRC
-0.028524774,0.005779197,0.388275401,105.3422619,1,1,0,0,0,0,proCSC,0.43337037,0.061833333,CRC
-0.019131099,-0.004481182,0.41991768,83.98799083,1,1,0,0,0,0,proCSC,0.541592593,0.094796296,CRC
0.000434,-0.010713979,0.405080725,79.52002026,1,1,0,0,0,0,TA 1,0.532111111,0.105481481,CRC
-0.026525006,0.012342834,0.393234527,60.8186067,1,1,0,0,0,0,proCSC,0.448074074,0.086666667,CRC
-0.003353623,-0.008641997,0.38501333,123.567311,1,1,0,0,0,0,TA 1,0.489925926,0.118092593,CRC
-0.016548993,-0.00473159,0.415095197,91.70016796,1,1,0,0,0,0,CSC,0.471814815,0.11012963,CRC
-0.029332773,0.010069143,0.431238073,77.4502986,1,1,0,0,0,0,proCSC,0.525518519,0.101203704,CRC
0.007309521,-0.014196812,0.373527318,138.6877775,1,1,0,0,0,0,CSC,0.571777778,0.103055556,CRC
-0.027609903,0.005680336,0.406840715,108.6932398,1,1,0,0,0,0,proCSC,0.487185185,0.065703704,CRC
-0.005102123,-0.011939956,0.404345961,86.14805748,1,1,0,0,0,0,CSC,0.223481481,0.049685185,CRC
-0.01766625,-0.004371823,0.399427162,153.3318796,1,1,0,0,0,0,CSC,0.481703704,0.109796296,CRC
-0.020758228,-0.003291822,0.365530704,148.8228431,1,1,0,0,0,0,proCSC,0.485962963,0.094574074,CRC
-0.016018851,-0.006956851,0.385495782,123.0827333,1,1,0,0,0,0,proCSC,0.498740741,0.107037037,CRC
-0.028369587,0.007212501,0.421852058,62.9129679,1,1,0,0,0,0,proCSC,0.58062963,0.066759259,CRC
-0.011217387,-0.007929582,0.361488391,95.49465767,1,1,0,0,0,0,CSC,0.055222222,0.107462963,CRC
-0.028502171,0.006808037,0.457802746,62.84726245,1,1,0,0,0,0,proCSC,0.565703704,0.102,CRC
0.007944194,-0.014982602,0.32224167,101.1124736,1,1,0,0,0,0,Early Enterocyte,0.108296296,0.011666667,CRC
-0.023833981,0.003612671,0.425317812,68.07905887,1,1,0,0,0,0,proCSC,0.594185185,0.107833333,CRC
-0.026116541,0.010414071,0.435616041,100.5129114,1,1,0,0,0,0,proCSC,0.508481481,0.097722222,CRC
-0.002295167,0.005967322,0.374800373,157.1181561,1,1,0,0,0,0,revCSC,0.052851852,0.266592593,CRC
-0.020726674,-0.004981612,0.410401312,76.98214728,1,1,0,0,0,0,proCSC,0.166777778,0.08212963,CRC
-0.020434227,-0.00033,0.421958493,117.5881151,1,1,0,0,0,0,proCSC,0.470777778,0.121203704,CRC
0.020305424,0.016445859,0.399376366,84.67789805,1,1,0,0,0,0,Goblet / DCS,0.477962963,0.136592593,CRC
-0.010617123,-0.008290141,0.358937835,96.76770076,1,1,0,0,0,0,CSC,0.034962963,0.092333333,CRC
0.007850611,-0.007747017,0.291454033,178.0453418,1,1,0,0,0,0,Early Enterocyte,0.0,0.060407407,CRC
-0.000666,-0.011041968,0.34154205,164.5264456,1,1,0,0,0,0,CSC,0.0,0.108055556,CRC
-0.006537984,-0.006114491,0.345170599,124.7089432,1,1,0,0,0,0,TA 2,0.024703704,0.106740741,CRC
-0.011337845,-0.008843596,0.403754149,119.0418481,1,1,0,0,0,0,CSC,0.307888889,0.106481481,CRC
-0.010386863,-0.009581443,0.400636014,82.30428869,1,1,0,0,0,0,CSC,0.0,0.088425926,CRC
-0.021879376,0.002969191,0.41773648,146.4328074,1,1,0,0,0,0,proCSC,0.429185185,0.101833333,CRC
-0.028443489,0.011487887,0.425285886,83.24880452,1,1,0,0,0,0,proCSC,0.342703704,0.108240741,CRC
-0.007376874,-0.012561591,0.395960298,113.7197067,1,1,0,0,0,0,proCSC,0.53062963,0.104055556,CRC
-0.025948436,0.009109366,0.42284814,99.70801962,1,1,0,0,0,0,proCSC,0.517111111,0.109537037,CRC
-0.026701722,0.008969387,0.410484805,97.12908073,1,1,0,0,0,0,proCSC,0.379555556,0.129018519,CRC
-0.021837135,-0.000174,0.383203856,180.9528079,1,1,0,0,0,0,proCSC,0.524740741,0.10437037,CRC
-0.025468814,0.00785493,0.375901294,66.11610856,1,1,0,0,0,0,proCSC,0.277296296,0.105814815,CRC
-0.023953413,0.003349358,0.406765075,134.901501,1,1,0,0,0,0,proCSC,0.146666667,0.10037037,CRC
-0.023826778,0.005261058,0.422576189,75.82408873,1,1,0,0,0,0,proCSC,0.376148148,0.139981481,CRC
0.004885192,0.004364021,0.301314601,168.2141639,1,1,0,0,0,0,ER Stress,0.029481481,0.244796296,CRC
0.01529092,-0.013143226,0.321525009,132.4046939,1,1,0,0,0,0,Early Enterocyte,0.0,0.100666667,CRC
-0.016293596,-0.00896425,0.399348636,81.94290871,1,1,0,0,0,0,proCSC,0.55537037,0.090666667,CRC
-0.019507906,-0.002701406,0.436037452,104.3238275,1,1,0,0,0,0,proCSC,0.579962963,0.121666667,CRC
-0.021100428,-0.00055,0.41530642,71.43824997,1,1,0,0,0,0,proCSC,0.51937037,0.102388889,CRC
-0.0166425,-0.003754081,0.39812923,98.87848832,1,1,0,0,0,0,proCSC,0.410814815,0.146222222,CRC
0.024346049,0.035060881,0.334316496,124.8403541,1,1,0,0,0,0,Goblet / DCS,0.047296296,0.13837037,CRC
-0.023382455,0.004568011,0.407875904,85.31852618,1,1,0,0,0,0,proCSC,0.412592593,0.166351852,CRC
-0.024800726,0.007798211,0.406092913,115.8304943,1,1,0,0,0,0,proCSC,0.588259259,0.170851852,CRC
-0.027320863,0.010770557,0.439562015,67.14275621,1,1,0,0,0,0,proCSC,0.56562963,0.115962963,CRC
0.001014552,-0.006250196,0.413405711,93.57277328,1,1,0,0,0,0,Early Enterocyte,0.473888889,0.09337037,CRC
-0.016308257,-0.008160949,0.396552424,108.611108,1,1,0,0,0,0,proCSC,0.513962963,0.100111111,CRC
-0.02718163,0.004867503,0.357332276,95.18255679,1,1,0,0,0,0,proCSC,0.285111111,0.129574074,CRC
0.002882612,0.015037327,0.354959811,115.5758857,1,1,0,0,0,0,ER Stress,0.137407407,0.221351852,CRC
-0.018251901,0.001840246,0.427802465,71.48752906,1,1,0,0,0,0,proCSC,0.525518519,0.164055556,CRC
-0.011776887,-0.006956944,0.413836146,71.43003679,1,1,0,0,0,0,CSC,0.554259259,0.103722222,CRC
-0.009259619,-0.010159138,0.383609997,89.79470993,1,1,0,0,0,0,CSC,0.145407407,0.095592593,CRC
-0.002086592,-0.012383942,0.409563706,98.50889517,1,1,0,0,0,0,CSC,0.498481481,0.090481481,CRC
0.000948,-0.000156,0.343021513,111.5267874,1,1,0,0,0,0,revCSC,0.059925926,0.200592593,CRC
-0.026864736,0.013041397,0.43729487,86.18912339,1,1,0,0,0,0,proCSC,0.404259259,0.088555556,CRC
-0.023018606,0.000519,0.4005498,68.16940386,1,1,0,0,0,0,proCSC,0.529777778,0.098518519,CRC
0.002567617,0.006471463,0.3684927,110.6644033,1,1,0,0,0,0,ER Stress,0.387814815,0.261092593,CRC
-0.028656439,0.010471134,0.40489315,98.55817426,1,1,0,0,0,0,proCSC,0.465592593,0.099722222,CRC
-0.017919382,-0.00797699,0.391776955,80.38240429,1,1,0,0,0,0,proCSC,0.477962963,0.098759259,CRC
-0.028571344,0.012905406,0.421946663,143.919574,1,1,0,0,0,0,proCSC,0.374407407,0.106407407,CRC
-0.015525137,-0.007006288,0.39963746,74.60853791,1,1,0,0,0,0,proCSC,0.018592593,0.131481481,CRC
-0.01093757,-0.004382846,0.403976817,153.0936973,1,1,0,0,0,0,TA 2,0.446703704,0.097296296,CRC
-0.004499947,-0.008262852,0.402118881,80.0292375,1,1,0,0,0,0,CSC,0.213740741,0.134981481,CRC
-0.028790842,0.010423577,0.417097325,108.3729258,1,1,0,0,0,0,proCSC,0.525111111,0.087777778,CRC
-0.0279157,0.00746884,0.455489271,90.43533806,1,1,0,0,0,0,proCSC,0.488703704,0.11487037,CRC
0.00101713,-0.015183969,0.35650679,95.74926629,1,1,0,0,0,0,CSC,0.048888889,0.092407407,CRC
-0.018777354,0.000764,0.427923337,111.3953765,1,1,0,0,0,0,proCSC,0.559333333,0.109148148,CRC
-0.010773156,-0.004799956,0.363473772,109.8266588,1,1,0,0,0,0,TA 2,0.267111111,0.100111111,CRC
-0.02595645,0.011822994,0.409798357,96.15171217,1,1,0,0,0,0,proCSC,0.504851852,0.112555556,CRC
-0.028915554,0.012304289,0.417911644,68.63755519,1,1,0,0,0,0,proCSC,0.434925926,0.096777778,CRC
0.030708012,-0.004009967,0.365407755,173.519879,1,1,0,0,0,0,Early Enterocyte,0.0,0.091,CRC
0.023998503,-0.01012312,0.394680046,87.33896875,1,1,0,0,0,0,Early Enterocyte,0.485259259,0.08912963,CRC
-0.027461863,0.005335476,0.42570439,58.5928346,1,1,0,0,0,0,proCSC,0.362333333,0.099666667,CRC
-0.026851873,0.008192377,0.412897808,68.25974885,1,1,0,0,0,0,proCSC,0.502407407,0.101055556,CRC
-0.027332661,0.003531394,0.415527165,97.99146475,1,1,0,0,0,0,proCSC,0.501888889,0.096611111,CRC
-0.029548231,0.013433969,0.420189959,71.25755999,1,1,0,0,0,0,proCSC,0.549592593,0.101777778,CRC
-0.002807582,-0.015442589,0.378821746,62.32983204,1,1,0,0,0,0,CSC,0.556481481,0.048240741,CRC
-0.028382553,0.008913399,0.419217911,144.4616439,1,1,0,0,0,0,proCSC,0.525814815,0.105574074,CRC
-0.02753445,0.005974957,0.399824554,75.9226469,1,1,0,0,0,0,proCSC,0.449740741,0.120185185,CRC
-0.015022992,-0.003736757,0.438330404,94.92794817,1,1,0,0,0,0,proCSC,0.542740741,0.187240741,CRC
0.014312066,-0.013405092,0.386834102,101.900939,1,1,0,0,0,0,Early Enterocyte,0.0,0.073259259,CRC
-0.024738799,0.009913878,0.420198359,153.5700619,1,1,0,0,0,0,proCSC,0.433814815,0.135388889,CRC
-0.025199189,0.010742349,0.436615669,88.12743415,1,1,0,0,0,0,proCSC,0.555074074,0.109037037,CRC
-0.020566485,-0.001426546,0.425993892,84.25902581,1,1,0,0,0,0,proCSC,0.280740741,0.107148148,CRC
-0.028251229,0.011865719,0.408541542,94.90330863,1,1,0,0,0,0,proCSC,0.414666667,0.102074074,CRC
0.003589871,0.00667624,0.302677546,192.8126416,1,1,0,0,0,0,ER Stress,0.043666667,0.283666667,CRC
-0.007388376,-0.009306032,0.3953555,89.51546177,1,1,0,0,0,0,TA 1,0.288962963,0.104092593,CRC
0.002509578,0.014529267,0.3722832,136.21561,1,1,0,0,0,0,ER Stress,0.0,0.191759259,CRC
-0.026543087,0.007703167,0.410094362,84.38222353,1,1,0,0,0,0,proCSC,0.47,0.126833333,CRC
-0.004143035,-0.004469636,0.359970195,149.1760099,1,1,0,0,0,0,TA 1,0.103222222,0.123611111,CRC
0.003234035,0.009492263,0.367213333,106.4017623,1,1,0,0,0,0,ER Stress,0.268148148,0.198166667,CRC
-0.007761569,-0.009213779,0.339611752,147.9440327,1,1,0,0,0,0,CSC,0.223851852,0.107259259,CRC
0.006392094,0.004989059,0.381118206,155.3358958,1,1,0,0,0,0,ER Stress,0.441222222,0.130074074,CRC
-0.022735256,0.00221979,0.437951858,73.70508798,1,1,0,0,0,0,proCSC,0.571407407,0.10437037,CRC
0.019309464,-0.012830197,0.354776313,89.44154314,1,1,0,0,0,0,Goblet / DCS,0.057777778,0.1615,CRC
-0.02789959,0.009698057,0.444776911,63.80820465,1,1,0,0,0,0,proCSC,0.61062963,0.093592593,CRC
-0.017008938,-0.006573906,0.397506637,68.07084569,1,1,0,0,0,0,proCSC,0.584444444,0.088166667,CRC
-0.019496384,0.00276263,0.431342792,79.22434574,1,1,0,0,0,0,proCSC,0.372555556,0.180592593,CRC
-0.018463778,0.000751,0.424610634,80.81770289,1,1,0,0,0,0,proCSC,0.400814815,0.111666667,CRC
-0.029386631,0.010531717,0.395657958,72.66201397,1,1,0,0,0,0,proCSC,0.43137037,0.07812963,CRC
-0.02585172,0.002311532,0.410878604,143.1228954,1,1,0,0,0,0,proCSC,0.321444444,0.103074074,CRC
0.009139238,-0.004292881,0.376106905,113.4897377,1,1,0,0,0,0,Early Enterocyte,0.583444444,0.121722222,CRC
-0.002707036,-0.011849898,0.352072302,105.301196,1,1,0,0,0,0,CSC,0.0,0.122648148,CRC
-0.025581983,0.011236819,0.412050519,64.48168551,1,1,0,0,0,0,proCSC,0.483037037,0.08062963,CRC
-0.023167846,0.006384104,0.440581652,160.8633667,1,1,0,0,0,0,proCSC,0.661111111,0.112111111,CRC
-0.028717113,0.013990377,0.425956396,61.62349845,1,1,0,0,0,0,proCSC,0.526037037,0.104037037,CRC
-0.003335548,-0.008685006,0.362602718,108.2333017,1,1,0,0,0,0,TA 1,0.096962963,0.155388889,CRC
-0.005121798,-0.013441411,0.397325078,112.7423382,1,1,0,0,0,0,CSC,0.588703704,0.091296296,CRC
-0.023889033,0.003178325,0.396641439,93.70418417,1,1,0,0,0,0,proCSC,0.44762963,0.140537037,CRC
-0.007629068,-0.011392997,0.345842765,86.64906153,1,1,0,0,0,0,CSC,0.248555556,0.104351852,CRC
-0.028155056,0.00944306,0.40994189,146.958451,1,1,0,0,0,0,proCSC,0.488962963,0.099777778,CRC
-0.020238559,0.00333437,0.422166964,85.35959209,1,1,0,0,0,0,proCSC,0.387777778,0.116574074,CRC
-0.002665923,0.006761098,0.306905126,190.159784,1,1,0,0,0,0,revCSC,0.344962963,0.379703704,CRC
-0.024687237,0.006441392,0.421976232,70.98652501,1,1,0,0,0,0,proCSC,0.527148148,0.196722222,CRC
-0.008125884,-0.010418667,0.368142106,95.77390583,1,1,0,0,0,0,CSC,0.169777778,0.1055,CRC
0.001595959,0.00383132,0.345779073,104.939816,1,1,0,0,0,0,ER Stress,0.003259259,0.22162963,CRC
-0.02738049,0.014444607,0.439056738,64.8759182,1,1,0,0,0,0,proCSC,0.516333333,0.097481481,CRC
-0.016319775,-0.002723001,0.418816752,140.749286,1,1,0,0,0,0,proCSC,0.443,0.114425926,CRC
-0.018610706,-0.006233417,0.410975397,70.26376506,1,1,0,0,0,0,proCSC,0.318407407,0.103759259,CRC
-0.019962255,0.002561898,0.413489094,64.1777978,1,1,0,0,0,0,proCSC,0.488555556,0.158055556,CRC
0.008478562,-0.013770518,0.405074186,78.44409353,1,1,0,0,0,0,Goblet / DCS,0.547740741,0.102962963,CRC
-0.021506767,0.004597654,0.399041558,76.95750773,1,1,0,0,0,0,proCSC,0.575296296,0.111351852,CRC
-0.008516825,-0.009973082,0.406457897,98.36927109,1,1,0,0,0,0,CSC,0.101555556,0.100166667,CRC
-0.007510655,-0.007519577,0.406628432,98.39391063,1,1,0,0,0,0,TA 1,0.497592593,0.072814815,CRC
-0.027387385,0.005951301,0.39197554,95.56036312,1,1,0,0,0,0,proCSC,0.546259259,0.1005,CRC
0.004643626,0.004517181,0.379223913,158.6375946,1,1,0,0,0,0,ER Stress,0.42237037,0.180555556,CRC
0.001295965,-0.018808687,0.37194045,81.70472646,1,1,0,0,0,0,CSC,0.160814815,0.095185185,CRC
-0.007530756,-0.015968533,0.39959418,92.57897835,1,1,0,0,0,0,proCSC,0.570555556,0.117777778,CRC
-0.026540052,0.00499849,0.420199085,70.43624187,1,1,0,0,0,0,proCSC,0.596814815,0.094962963,CRC
0.00189802,-0.015017921,0.354024298,73.01518076,1,1,0,0,0,0,CSC,0.071925926,0.084074074,CRC
-0.027602448,0.013670264,0.420716072,88.13564733,1,1,0,0,0,0,proCSC,0.327148148,0.092740741,CRC
-0.028651471,0.009343366,0.455265869,101.8352336,1,1,0,0,0,0,proCSC,0.622888889,0.081722222,CRC
-0.027526681,0.013867231,0.424506296,98.89491468,1,1,0,0,0,0,proCSC,0.324148148,0.112407407,CRC
0.011713433,-0.009882706,0.33847605,157.701292,1,1,0,0,0,0,Early Enterocyte,0.0,0.137148148,CRC
-0.002812548,-0.008952445,0.368734738,93.09640877,1,1,0,0,0,0,TA 1,0.175925926,0.118092593,CRC
-0.00274824,-0.01167515,0.358947613,105.9911032,1,1,0,0,0,0,CSC,0.034074074,0.050592593,CRC
-0.029025285,0.010412011,0.422228417,119.2718172,1,1,0,0,0,0,proCSC,0.527148148,0.108537037,CRC
0.014277756,-0.012605163,0.33734149,88.1027946,1,1,0,0,0,0,Early Enterocyte,0.0,0.13162963,CRC
